locationId,odsCode,name,region,localAuthority,postalCode,onspdIcbCode,onspdIcbName,registrationStatus,overallRating,overallReportDate,safeRating,effectiveRating,caringRating,responsiveRating,well-ledRating
1-12118316691,J82009,Emsworth Medical Practice,South East,Hampshire,PO10 7DD,E54000067,NHS Hampshire and Isle of Wight Integrated Care Board,Registered,,,,,,,
1-1213755711,C82107,Cossington Park Surgery,East Midlands,Leicester,LE4 6AW,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Registered,Requires improvement,2023-09-04,Requires improvement,Requires improvement,Requires improvement,Requires improvement,Requires improvement
1-1213768283,C82639,Westend Medical Practice,East Midlands,Leicester,LE3 0LP,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Registered,Good,2019-03-12,Good,Good,Good,Good,Good
1-12149045811,E84665,Neasden Medical Centre,London,Brent,NW2 7SA,E54000071,NHS West and North London Integrated Care Board,Registered,Requires improvement,2023-11-01,Good,Requires improvement,Good,Requires improvement,Good
1-12149045849,E84011,St Andrews Medical Centre,London,Brent,NW10 9AR,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2024-02-16,Good,Good,Good,Requires improvement,Good
1-12150492790,J81648,Dr Newmans Surgery - The Newman Practice,South West,"Bournemouth, Christchurch and Poole",BH15 2PG,E54000041,NHS Dorset Integrated Care Board,Registered,Good,2020-03-11,Good,Good,Good,Good,Requires improvement
1-12155182275,J82198,The Wellington Practice,South East,Hampshire,GU11 1AY,E54000067,NHS Hampshire and Isle of Wight Integrated Care Board,Registered,,,,,,,
1-12163124152,Y03755,Greenwich Peninsula Practice,London,Greenwich,SE10 0QN,E54000030,NHS South East London Integrated Care Board,Registered,Good,2024-01-16,Good,Good,Good,Requires improvement,Good
1-12166750332,Y02769,St Neots Health Centre,East,Cambridgeshire,PE19 1AG,E54000065,NHS Central East Integrated Care Board,Registered,Requires improvement,2023-03-17,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement
1-12180930823,F83052,Brookfield Park Surgery,London,Camden,N19 5BZ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2024-01-03,Good,Good,Good,Good,Good
1-12181714835,D81062,Haddenham Surgery,East,Cambridgeshire,CB6 3TA,E54000065,NHS Central East Integrated Care Board,Registered,Requires improvement,2019-04-30,Requires improvement,Good,Good,Requires improvement,Good
1-12192533075,F85678,The Town Surgery Ltd,London,Enfield,EN2 6TJ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2024-01-10,Good,Good,Good,Good,Good
1-12194105515,B86104,Bramley Village Health and Wellbeing Centre,Yorkshire & Humberside,Leeds,LS13 2BL,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2023-08-21,Good,Good,Good,Good,Good
1-12194578536,Y07025,Park Medical Centre,East,Peterborough,PE1 2UF,E54000065,NHS Central East Integrated Care Board,Registered,Good,2023-10-25,Good,Good,Good,Requires improvement,Good
1-12199340885,M86028,Central Medical Centre,West Midlands,Coventry,CV6 5DF,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Registered,,,,,,,
1-12214241318,B87042,Tieve Tara Medical Centre,Yorkshire & Humberside,Wakefield,WF10 2QP,E54000054,NHS West Yorkshire Integrated Care Board,Registered,,,,,,,
1-12255631286,E85716,Bath Road Surgery,London,Hounslow,TW3 3ET,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2023-09-27,Good,Good,Good,Good,Good
1-1230668964,G85030,Parkside Medical Centre,London,Southwark,SE5 7AQ,E54000030,NHS South East London Integrated Care Board,Registered,Good,2017-08-15,Good,Good,Requires improvement,Good,Good
1-1230687810,K82079,Edlesborough Surgery,South East,Buckinghamshire,LU6 2HT,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2022-09-30,Good,Good,Good,Good,Good
1-12324952613,M83632,Trinity Medical Centre,West Midlands,Staffordshire,ST11 9HQ,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,,,,,,,
1-12382873174,G81030,Wadhurst Medical Group,South East,East Sussex,TN5 6BJ,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,Good,2019-08-06,Good,Requires improvement,Good,Good,Good
1-12409624878,E82652,Gossoms End Surgery,East,Hertfordshire,HP4 1DL,E54000065,NHS Central East Integrated Care Board,Registered,Good,2023-12-08,Good,Good,Good,Good,Good
1-12429850013,B83620,Addingham Medical Centre,Yorkshire & Humberside,Bradford,LS29 0LZ,E54000054,NHS West Yorkshire Integrated Care Board,Registered,Good,2023-09-08,Good,Good,Good,Good,Good
1-1245401210,F85666,The Edmonton Medical Practice,London,Enfield,N18 2LY,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-12458716463,M83005,Heathcote Street Surgery,West Midlands,Staffordshire,ST5 7EB,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2017-11-01,Good,Good,Good,Good,Good
1-1246806372,M83109,Hednesford Valley Health Centre,West Midlands,Staffordshire,WS12 4DH,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2022-11-08,Good,Good,Good,Good,Good
1-1247624817,L83034,Albany Surgery,South West,Devon,TQ12 1GJ,E54000037,NHS Devon Integrated Care Board,Registered,,,,,,,
1-1249233224,Y04273,Liberty Bridge Road Practice,London,Newham,E20 1AS,E54000029,NHS North East London Integrated Care Board,Registered,Good,2016-11-22,Good,Good,Good,Good,Good
1-1249279161,F84716,Allerton Road Medical Centre,London,Hackney,N16 5UF,E54000029,NHS North East London Integrated Care Board,Registered,Good,2023-10-20,Good,Good,Good,Good,Good
1-12503842027,M85797,Hockley Medical Practice,West Midlands,Birmingham,B1 3AL,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,,,,,,,
1-12503919971,P92012,High Street Surgery,North West,Wigan,WA3 3GS,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-12515324040,F84658,Sangam Surgery,London,Newham,E12 5JF,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-12523825617,E85112,Elmtrees Surgery,London,Ealing,UB6 0PA,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2023-11-14,Good,Good,Good,Good,Good
1-12539348731,P81015,Lytham Road Surgery,North West,Lancashire,PR2 9QB,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,,,,,,,
1-12553127226,A88010,Albert Road Surgery,North East,South Tyneside,NE32 5AG,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,Good,2023-08-25,Good,Good,Good,Good,Good
1-12566345170,K84056,Cropredy Surgery,South East,Oxfordshire,OX17 1FB,E54000070,NHS Thames Valley Integrated Care Board,Registered,Good,2019-11-01,Good,Good,Good,Good,Good
1-12573558968,D82024,Taverham Surgery,East,Norfolk,NR8 6JR,E54000068,NHS Norfolk and Suffolk Integrated Care Board,Registered,Requires improvement,2023-06-26,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement
1-12584548235,F85025,White Lodge Medical Practice,London,Enfield,EN2 6NL,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-12584570469,E85096,The Medical Centre,London,Hounslow,TW3 1NU,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-08-18,Good,Good,Good,Good,Good
1-12591224955,M85706,EMC Surgery,West Midlands,Birmingham,B16 0HZ,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,,,,,,,
1-12595180655,Y04965,Alliance Teaching Practices,West Midlands,Coventry,CV6 5AR,E54000018,NHS Coventry and Warwickshire Integrated Care Board,Registered,,,,,,,
1-12604919917,F84123,Suttons Wharf Health Centre,London,Tower Hamlets,E2 0FA,E54000029,NHS North East London Integrated Care Board,Registered,Requires improvement,2024-01-12,Good,Requires improvement,Good,Requires improvement,Good
1-12619188295,E87745,Cavendish Health Centre,London,Westminster,NW1 5JD,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-12643095805,Y08387,The Village Medical Centre,East,Bedford,MK40 4GH,E54000065,NHS Central East Integrated Care Board,Registered,Requires improvement,2020-12-16,Good,Good,Requires improvement,Requires improvement,Good
1-1264349857,E85116,Cuckoo Lane Practice,London,Ealing,W7 1DR,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-12694973438,E83649,Hodford Road Surgery,London,Barnet,NW11 8NH,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-1269890921,E83622,Temple Fortune Health Centre,London,Barnet,NW11 7TE,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2017-04-28,Good,Good,Good,Good,Good
1-12700053037,M83126,Longton Hall Surgery,West Midlands,Stoke-on-Trent,ST3 2NA,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2022-10-07,Good,Good,Good,Outstanding,Good
1-12706625480,E81029,Putnoe Medical Centre,East,Bedford,MK41 9JE,E54000065,NHS Central East Integrated Care Board,Registered,Good,2017-03-31,Good,Good,Good,Good,Good
1-12738658094,F85687,Oakwood Medical Centre,London,Enfield,N14 4AQ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2024-01-10,Good,Good,Good,Good,Good
1-12747868118,C82678,Thurmaston Health Centre,East Midlands,Leicestershire,LE4 8EA,E54000015,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",Registered,Requires improvement,2023-09-12,Requires improvement,Good,Requires improvement,Requires improvement,Good
1-12783302204,P85022,Lees Medical Practice,North West,Oldham,OL4 3BP,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-12808294525,E85074,Dr Skinner - Milson Road Health Centre,London,Hammersmith and Fulham,W14 0LJ,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-12826486550,E85099,The Avenue Surgery,London,Ealing,W13 8LA,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-12827343353,M83031,Russell House Surgery,West Midlands,Staffordshire,WV8 1PE,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2019-01-16,Good,Good,Good,Good,Good
1-12830409972,E84617,Civic Medical Centre,London,Harrow,HA1 1SE,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-12837006811,A82004,Alston Medical Practice,North West,Westmorland and Furness,CA9 3QX,,,Registered,Outstanding,2016-02-18,Good,Good,Outstanding,Outstanding,Good
1-12866566907,N82633,Calvary Health Centre,North West,Liverpool,L14 7PH,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,,,,,,,
1-12871303295,N81035,Fir Park Medical Centre,North West,Halton,WA8 9DT,E54000008,NHS Cheshire and Merseyside Integrated Care Board,Registered,Good,2023-06-16,Requires improvement,Good,Good,Good,Good
1-12871861815,F81015,Crocus Medical Practice,East,Essex,CB11 3HY,E54000066,NHS Essex Integrated Care Board,Registered,Good,2018-04-10,Good,Good,Good,Good,Good
1-12873651132,M92043,Penn Surgery,West Midlands,Wolverhampton,WV3 7LR,E54000062,NHS Black Country Integrated Care Board,Registered,Good,2023-12-15,Good,Good,Good,Good,Good
1-12880214294,C83062,Church Walk Surgery,East Midlands,Lincolnshire,LN4 3EZ,E54000013,NHS Lincolnshire Integrated Care Board,Registered,,,,,,,
1-12880972385,M88626,Primary Care Centre,West Midlands,Sandwell,B70 6JX,E54000062,NHS Black Country Integrated Care Board,Registered,,,,,,,
1-12896720766,Y01839,Sinnott Medical Centre,London,Waltham Forest,E17 6BH,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-12898237885,P86017,Inspire Medical Centre,North West,Rochdale,OL16 2UY,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2023-01-13,Good,Good,Good,Good,Good
1-12910985679,G82002,St James' Surgery,South East,Kent,CT16 1SF,E54000032,NHS Kent and Medway Integrated Care Board,Registered,Good,2017-02-21,Good,Good,Good,Good,Good
1-12914326925,E85125,Sterndale Surgery,London,Hammersmith and Fulham,W14 0LJ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2016-07-08,Good,Good,Good,Good,Good
1-12918735048,,Spark Medical Group,West Midlands,Birmingham,B11 1LU,E54000055,NHS Birmingham and Solihull Integrated Care Board,Registered,Requires improvement,2019-10-16,Good,Requires improvement,Good,Requires improvement,Good
1-12948619265,Y00486,Botolph Bridge Community Health Centre,East,Peterborough,PE2 9QB,E54000065,NHS Central East Integrated Care Board,Registered,Good,2023-07-31,Good,Good,Good,Good,Good
1-12948619368,D81629,The Willow Tree Surgery,East,Peterborough,PE2 5RQ,E54000065,NHS Central East Integrated Care Board,Registered,,,,,,,
1-12949064609,F81645,Rose Villa Surgery,East,Essex,SS13 3DW,E54000066,NHS Essex Integrated Care Board,Registered,Good,2023-12-11,Good,Good,Good,Requires improvement,Good
1-13031013503,G83033,Dr Davies & Partner,London,Bexley,DA7 5HL,E54000030,NHS South East London Integrated Care Board,Registered,,,,,,,
1-13031155008,Y00050,Parks Surgery Limited,North West,Wigan,WN7 2PE,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-13082701059,F84114,City Square Medical Group,London,Tower Hamlets,E1 2QA,E54000029,NHS North East London Integrated Care Board,Registered,,,,,,,
1-13084100625,P92630,Golborne Surgery,North West,Wigan,WA3 3GS,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2019-01-31,Good,Good,Good,Good,Good
1-1309587927,P89023,St Andrews House Medical Centre,North West,Tameside,SK15 2AU,E54000057,NHS Greater Manchester Integrated Care Board,Registered,Good,2022-08-26,Requires improvement,Good,Good,Good,Good
1-13098565275,M88001,Village Medical Centre,West Midlands,Sandwell,WS10 0EB,E54000062,NHS Black Country Integrated Care Board,Registered,,,,,,,
1-13121420297,D82072,The Burnhams Surgery,East,Norfolk,PE31 8EN,E54000068,NHS Norfolk and Suffolk Integrated Care Board,Registered,Good,2020-02-05,Good,Good,Good,Good,Good
1-13122766241,F81006,Clayhill Medical Practice,East,Essex,SS16 4HD,E54000066,NHS Essex Integrated Care Board,Registered,,,,,,,
1-13129110095,E85075,GP Surgery @ Acton Gardens,London,Ealing,W3 8TF,E54000071,NHS West and North London Integrated Care Board,Registered,Requires improvement,2024-01-19,Requires improvement,Requires improvement,Good,Good,Requires improvement
1-13132276025,E85130,Chiswick Family Practice,London,Ealing,W3 8TF,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2019-08-12,Good,Good,Good,Good,Good
1-1314902124,G82164,The Vine Medical Centre,South East,Kent,ME16 8RL,E54000032,NHS Kent and Medway Integrated Care Board,Registered,Good,2019-04-16,Good,Good,Good,Good,Outstanding
1-13183148871,K82032,Oakridge Park Medical Centre,South East,Milton Keynes,MK14 6GL,E54000065,NHS Central East Integrated Care Board,Registered,Requires improvement,2024-01-11,Requires improvement,Good,Good,Requires improvement,Good
1-13188251068,,Carnewater Practice,South West,Cornwall,PL31 2LB,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,Registered,Good,2022-04-20,Good,Good,Good,Good,Good
1-13189845599,B83008,Ling House Medical Centre,Yorkshire & Humberside,Bradford,BD21 2JH,E54000054,NHS West Yorkshire Integrated Care Board,Registered,,,,,,,
1-13191432995,F83064,City Road Medical Centre,London,Islington,EC1V 2QH,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-13196543972,E87741,Woodfield Road Surgery,London,Westminster,W9 3XZ,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2019-04-08,Good,Good,Good,Good,Good
1-13196835123,Y07275,Broughton House GP Surgery,Yorkshire & Humberside,Kirklees,WF17 5QT,E54000054,NHS West Yorkshire Integrated Care Board,Registered,,,,,,,
1-1321486430,H83016,Keston Medical Practice,London,Croydon,CR8 2YL,E54000031,NHS South West London Integrated Care Board,Registered,Good,2017-06-02,Good,Good,Good,Good,Good
1-13218950632,G81032,Victoria Medical Centre,South East,East Sussex,BN20 8NH,E54000069,NHS Surrey and Sussex Integrated Care Board,Registered,,,,,,,
1-13219276285,A83617,Browney House Surgery,North East,County Durham,DH7 9YT,E54000050,NHS North East and North Cumbria Integrated Care Board,Registered,,,,,,,
1-13220228944,M88021,Scott Arms Medical Centre,West Midlands,Sandwell,B43 6EE,E54000062,NHS Black Country Integrated Care Board,Registered,,,,,,,
1-13221571870,P87661,Manchester Road East Medical Practice,North West,Salford,M28 0BB,E54000057,NHS Greater Manchester Integrated Care Board,Registered,,,,,,,
1-13243383616,F83050,Gray’s Inn Medical Group West Hampstead,London,Camden,NW6 1DS,E54000071,NHS West and North London Integrated Care Board,Registered,Good,2023-10-30,Good,Good,Good,Good,Good
1-13259327789,P81143,Whittle Surgery,North West,Lancashire,PR6 7PY,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,,,,,,,
1-1326995798,Y03664,Dr Azim and Partners,London,Barnet,NW4 3EB,E54000071,NHS West and North London Integrated Care Board,Registered,,,,,,,
1-13273119777,P81118,Ilex View Medical Practice,North West,Lancashire,BB4 7PL,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,Registered,Good,2024-01-15,Good,Good,Good,Requires improvement,Good
1-13273265335,F81700,Canvey Village Surgery,East,Essex,SS8 0JH,E54000066,NHS Essex Integrated Care Board,Registered,Requires improvement,2024-01-05,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement
1-1328848373,M83122,Waterhouses Medical Practice,West Midlands,Staffordshire,ST10 3HY,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,Registered,Good,2017-10-17,Good,Good,Good,Good,Good
